epoch,train_loss,val_loss,train_acc,val_acc
0,1.3864680528640747,1.3956836462020874,0.2866666615009308,0.25
1,1.3537044525146484,1.3827002048492432,0.4033333361148834,0.25
2,1.326634168624878,1.3721020221710205,0.44999998807907104,0.2750000059604645
3,1.2924162149429321,1.3472338914871216,0.4950000047683716,0.3499999940395355
4,1.2509651184082031,1.2900390625,0.5133333206176758,0.4350000023841858
5,1.199062466621399,1.242919921875,0.5766666531562805,0.45500001311302185
6,1.145717740058899,1.208438754081726,0.5866666436195374,0.48500001430511475
7,1.0856798887252808,1.1655932664871216,0.6133333444595337,0.5099999904632568
8,1.0230777263641357,1.135439395904541,0.6366666555404663,0.4950000047683716
9,0.9346384406089783,1.0899078845977783,0.6800000071525574,0.5
10,0.8700018525123596,1.062414288520813,0.7300000190734863,0.5400000214576721
11,0.807232677936554,1.0356146097183228,0.7400000095367432,0.5600000023841858
12,0.7223924398422241,0.9873730540275574,0.7716666460037231,0.5849999785423279
13,0.6704493165016174,0.9589677453041077,0.7733333110809326,0.6000000238418579
14,0.6064592599868774,0.9405092000961304,0.82833331823349,0.6150000095367432
15,0.5210344791412354,0.9425375461578369,0.8683333396911621,0.6100000143051147
16,0.5018594861030579,0.9506629705429077,0.8550000190734863,0.6000000238418579
17,0.42506158351898193,0.9304556846618652,0.8916666507720947,0.5899999737739563
18,0.3832258880138397,0.9007096886634827,0.9049999713897705,0.625
19,0.3366597890853882,0.896213173866272,0.92166668176651,0.6299999952316284
20,0.30450618267059326,0.8813073635101318,0.9266666769981384,0.6050000190734863
21,0.2837089002132416,0.8997371196746826,0.9350000023841858,0.6200000047683716
22,0.2626650631427765,0.8905224800109863,0.9399999976158142,0.6000000238418579
23,0.21567387878894806,0.9171251058578491,0.9633333086967468,0.6100000143051147
24,0.19963385164737701,0.9423654675483704,0.9516666531562805,0.5899999737739563
25,0.17513860762119293,0.898415207862854,0.9649999737739563,0.6050000190734863
26,0.14402508735656738,0.91098952293396,0.9750000238418579,0.5799999833106995
27,0.16912895441055298,0.9075582027435303,0.9516666531562805,0.6100000143051147
28,0.12982311844825745,0.898836076259613,0.9766666889190674,0.6100000143051147
29,0.12235037237405777,0.9276048541069031,0.9683333039283752,0.6200000047683716
30,0.10971064120531082,0.9367097616195679,0.9750000238418579,0.6100000143051147
31,0.14624305069446564,0.9471476674079895,0.9566666483879089,0.6100000143051147
32,0.11377236992120743,0.9756320714950562,0.9683333039283752,0.6150000095367432
33,0.11169035732746124,0.9182450771331787,0.9750000238418579,0.6299999952316284
34,0.10358411818742752,0.9687924385070801,0.9766666889190674,0.6100000143051147
35,0.0862845852971077,0.9424567222595215,0.9833333492279053,0.6100000143051147
36,0.0699784904718399,0.9552175402641296,0.9866666793823242,0.6200000047683716
37,0.09601455926895142,0.96746826171875,0.9766666889190674,0.6200000047683716
38,0.07074280083179474,0.9595822095870972,0.9850000143051147,0.6299999952316284
39,0.07109516113996506,0.927082896232605,0.9766666889190674,0.6399999856948853
40,0.06603575497865677,0.9705315232276917,0.9850000143051147,0.6349999904632568
41,0.08088091015815735,1.008051872253418,0.971666693687439,0.6399999856948853
42,0.09363552182912827,0.924020528793335,0.9666666388511658,0.6399999856948853
43,0.05357986316084862,0.9886995553970337,0.9850000143051147,0.625
44,0.10821772366762161,0.9736732244491577,0.9683333039283752,0.6549999713897705
45,0.0711427703499794,1.0292632579803467,0.9783333539962769,0.6399999856948853
46,0.0637037381529808,1.015873670578003,0.9833333492279053,0.6499999761581421
47,0.0632418543100357,0.9929549694061279,0.9816666841506958,0.6449999809265137
48,0.06327077001333237,0.9313341379165649,0.9850000143051147,0.6549999713897705
49,0.05733506381511688,0.9456050992012024,0.9816666841506958,0.6549999713897705
50,0.055923137813806534,0.9767853617668152,0.9850000143051147,0.6100000143051147
51,0.06751847267150879,0.9803767204284668,0.9816666841506958,0.6349999904632568
52,0.07151655852794647,0.9972097873687744,0.9766666889190674,0.6299999952316284
53,0.052444253116846085,0.9582207202911377,0.9800000190734863,0.625
54,0.04720654711127281,0.9513031840324402,0.9883333444595337,0.6449999809265137
55,0.03180079162120819,0.9703235030174255,0.996666669845581,0.6349999904632568
56,0.050757020711898804,0.9485015273094177,0.9850000143051147,0.6499999761581421
57,0.03845185786485672,0.9653941988945007,0.9883333444595337,0.6449999809265137
58,0.06752032041549683,0.9597026109695435,0.9750000238418579,0.6499999761581421
59,0.04394221678376198,0.9227229952812195,0.9916666746139526,0.6549999713897705
60,0.04755192622542381,0.9923635721206665,0.9833333492279053,0.6349999904632568
61,0.037246011197566986,0.9827724695205688,0.9900000095367432,0.6449999809265137
62,0.03636154904961586,1.0043827295303345,0.9883333444595337,0.6499999761581421
63,0.04535296559333801,1.0308798551559448,0.9866666793823242,0.6650000214576721
64,0.04296616464853287,0.9995749592781067,0.9833333492279053,0.6650000214576721
65,0.032940544188022614,1.045088291168213,0.9900000095367432,0.6549999713897705
66,0.05758883059024811,1.0391271114349365,0.9783333539962769,0.6499999761581421
67,0.03619181737303734,0.9896743297576904,0.9883333444595337,0.6600000262260437
68,0.031866732984781265,1.052352786064148,0.9900000095367432,0.6650000214576721
