epoch,train_loss,val_loss,train_acc,val_acc
0,1.376772403717041,1.3250341415405273,0.33000001311302185,0.38999998569488525
1,1.196750521659851,1.2362353801727295,0.5199999809265137,0.49000000953674316
2,1.0513254404067993,1.1599596738815308,0.6100000143051147,0.5149999856948853
3,0.940136730670929,1.1145862340927124,0.6600000262260437,0.5350000262260437
4,0.8750207424163818,1.0777862071990967,0.675000011920929,0.5600000023841858
5,0.758938729763031,1.045192837715149,0.7683333158493042,0.5550000071525574
6,0.7260741591453552,1.0397671461105347,0.7549999952316284,0.5799999833106995
7,0.6649494171142578,0.9954641461372375,0.778333306312561,0.6050000190734863
8,0.5658600926399231,0.9733508229255676,0.8383333086967468,0.625
9,0.5470553636550903,0.9466593861579895,0.8366666436195374,0.6200000047683716
10,0.48825597763061523,0.9329185485839844,0.8483333587646484,0.6449999809265137
11,0.41277483105659485,0.9762073755264282,0.8833333253860474,0.5950000286102295
12,0.4157145619392395,0.9082077145576477,0.8616666793823242,0.6449999809265137
13,0.3690551817417145,0.8981678485870361,0.8966666460037231,0.6449999809265137
14,0.3628990352153778,0.9318521022796631,0.8916666507720947,0.6100000143051147
15,0.3376624584197998,0.891823410987854,0.9066666960716248,0.6200000047683716
16,0.31025028228759766,0.8703523278236389,0.9150000214576721,0.6200000047683716
17,0.2671798765659332,0.8777990937232971,0.9350000023841858,0.6600000262260437
18,0.2610994875431061,0.8909726142883301,0.925000011920929,0.6200000047683716
19,0.31065934896469116,0.8499164581298828,0.8966666460037231,0.6549999713897705
20,0.2283688336610794,0.8784553408622742,0.9350000023841858,0.6499999761581421
21,0.1829165369272232,0.9325269460678101,0.9583333134651184,0.6150000095367432
22,0.19552423059940338,0.9232012033462524,0.9433333277702332,0.6349999904632568
23,0.1931895762681961,0.8035951852798462,0.9449999928474426,0.7049999833106995
24,0.17743512988090515,0.8825824856758118,0.9516666531562805,0.6650000214576721
25,0.1544293463230133,0.8466874957084656,0.9616666436195374,0.675000011920929
26,0.20623880624771118,0.8491441607475281,0.9316666722297668,0.6800000071525574
27,0.17706070840358734,0.9003122448921204,0.9449999928474426,0.6600000262260437
28,0.13458862900733948,0.8592782020568848,0.9616666436195374,0.675000011920929
29,0.15599830448627472,0.7897657752037048,0.9516666531562805,0.7250000238418579
30,0.1278020143508911,0.8347140550613403,0.9599999785423279,0.6949999928474426
31,0.10561741143465042,0.845611572265625,0.9766666889190674,0.699999988079071
32,0.136296346783638,0.849270224571228,0.9616666436195374,0.699999988079071
33,0.11882742494344711,0.875136137008667,0.9616666436195374,0.6800000071525574
34,0.1488320380449295,1.0208983421325684,0.9433333277702332,0.6200000047683716
35,0.15051352977752686,0.8892707824707031,0.949999988079071,0.699999988079071
36,0.12243762612342834,0.8538505434989929,0.9583333134651184,0.7200000286102295
37,0.11213331669569016,0.8965616822242737,0.9616666436195374,0.6949999928474426
38,0.08811406791210175,0.7807530760765076,0.9733333587646484,0.7450000047683716
39,0.1123802661895752,0.8036355376243591,0.9649999737739563,0.75
40,0.12167442589998245,0.8247196078300476,0.9649999737739563,0.75
41,0.13155701756477356,0.8614461421966553,0.949999988079071,0.7200000286102295
42,0.09209499508142471,0.8390361666679382,0.971666693687439,0.7350000143051147
43,0.10594522207975388,0.8237354159355164,0.9566666483879089,0.7300000190734863
44,0.11116203665733337,0.86659836769104,0.9666666388511658,0.7049999833106995
45,0.11496108025312424,0.868208646774292,0.9566666483879089,0.7149999737739563
46,0.12680171430110931,0.8394482135772705,0.9566666483879089,0.7250000238418579
47,0.09734614938497543,0.8025915026664734,0.9733333587646484,0.7400000095367432
48,0.09849640727043152,0.7623623013496399,0.9666666388511658,0.7549999952316284
49,0.10425834357738495,0.7823627591133118,0.9633333086967468,0.7599999904632568
50,0.10403610020875931,0.8760572075843811,0.9616666436195374,0.7300000190734863
51,0.08473166078329086,0.8256709575653076,0.9750000238418579,0.7699999809265137
52,0.06321808695793152,0.785483717918396,0.9816666841506958,0.7699999809265137
53,0.09039910137653351,0.7833850979804993,0.9700000286102295,0.7649999856948853
54,0.08389400690793991,0.8390281796455383,0.9683333039283752,0.75
55,0.07418014854192734,0.7400641441345215,0.971666693687439,0.7749999761581421
56,0.08028122782707214,0.8234402537345886,0.9633333086967468,0.7699999809265137
57,0.09018045663833618,0.7785369753837585,0.9649999737739563,0.7699999809265137
58,0.1002323180437088,0.851560652256012,0.971666693687439,0.7400000095367432
59,0.09369056671857834,0.8350683450698853,0.9700000286102295,0.75
